Date,IPI,IPI_TTM
2007-04-01,101.5874,1196.6682999999998
2007-05-01,101.6299,1199.593
2007-06-01,101.6482,1202.1985
2007-07-01,101.4925,1204.7105999999999
2007-08-01,101.6874,1206.9874
2007-09-01,101.9398,1209.7065000000002
2007-10-01,101.6345,1212.2157
2007-11-01,102.2068,1215.3256
2007-12-01,102.2604,1217.4738
2008-01-01,102.14,1219.8566999999998
2008-02-01,101.7671,1220.8962999999999
2008-03-01,101.4355,1221.4295
2008-04-01,100.7424,1220.5845000000002
2008-05-01,100.132,1219.0866
2008-06-01,99.8651,1217.3035000000002
2008-07-01,99.4214,1215.2324
2008-08-01,97.8448,1211.3898
2008-09-01,93.559,1203.009
2008-10-01,94.4956,1195.8701
2008-11-01,93.2689,1186.9322000000002
2008-12-01,90.628,1175.2998
2009-01-01,88.3811,1161.5409000000002
2009-02-01,87.8412,1147.615
2009-03-01,86.4794,1132.6589000000001
2009-04-01,85.7883,1117.7048
2009-05-01,84.9516,1102.5244
2009-06-01,84.6928,1087.3521
2009-07-01,85.7044,1073.6351
2009-08-01,86.6617,1062.452
2009-09-01,87.4033,1056.2963
2009-10-01,87.6035,1049.4042000000002
2009-11-01,87.9559,1044.0912
2009-12-01,88.2468,1041.71
2010-01-01,89.1911,1042.52
2010-02-01,89.4972,1044.176
2010-03-01,90.1419,1047.8385
2010-04-01,90.4591,1052.5093
2010-05-01,91.702,1059.2597
2010-06-01,91.8997,1066.4666
2010-07-01,92.2522,1073.0144
2010-08-01,92.5899,1078.9426
2010-09-01,92.8564,1084.3957
2010-10-01,92.6037,1089.3959
2010-11-01,92.6773,1094.1173
2010-12-01,93.5851,1099.4556
2011-01-01,93.3944,1103.6589
2011-02-01,92.993,1107.1547
2011-03-01,93.982,1110.9948
2011-04-01,93.6525,1114.1882
2011-05-01,93.7775,1116.2637
2011-06-01,94.0467,1118.4107
2011-07-01,94.4931,1120.6516000000001
2011-08-01,95.0969,1123.1586
2011-09-01,95.0281,1125.3303
2011-10-01,95.6924,1128.4189999999999
2011-11-01,95.6913,1131.433
2011-12-01,96.1938,1134.0417
2012-01-01,96.779,1137.4262999999999
2012-02-01,97.0959,1141.5292
2012-03-01,96.5919,1144.1391
2012-04-01,97.2942,1147.7808
2012-05-01,97.4853,1151.4886
2012-06-01,97.4959,1154.9378
2012-07-01,97.6922,1158.1369
2012-08-01,97.3061,1160.3461
2012-09-01,97.2383,1162.5563
2012-10-01,97.5425,1164.4064
2012-11-01,97.934,1166.6490999999999
2012-12-01,98.1984,1168.6537
2013-01-01,98.2029,1170.0776
2013-02-01,98.6733,1171.655
2013-03-01,99.0788,1174.1418999999999
2013-04-01,98.9658,1175.8135
2013-05-01,99.0567,1177.3849
2013-06-01,99.2424,1179.1314
2013-07-01,98.9258,1180.365
2013-08-01,99.5059,1182.5648
2013-09-01,100.0391,1185.3656
2013-10-01,99.9203,1187.7434
2013-11-01,100.1661,1189.9755
2013-12-01,100.3777,1192.1548
2014-01-01,99.999,1193.9509
2014-02-01,100.7583,1196.0359
2014-03-01,101.7767,1198.7338000000002
2014-04-01,101.8425,1201.6105
2014-05-01,102.2594,1204.8132
2014-06-01,102.5986,1208.1694
2014-07-01,102.8163,1212.0599
2014-08-01,102.6562,1215.2102000000002
2014-09-01,102.9776,1218.1487
2014-10-01,102.9892,1221.2176
2014-11-01,103.6402,1224.6917
2014-12-01,103.6345,1227.9485
2015-01-01,102.8239,1230.7734
2015-02-01,102.1513,1232.1664
2015-03-01,101.824,1232.2136999999998
2015-04-01,101.244,1231.6152
2015-05-01,100.783,1230.1388
2015-06-01,100.4781,1228.0183
2015-07-01,101.1052,1226.3072
2015-08-01,100.9442,1224.5952
2015-09-01,100.6507,1222.2683
2015-10-01,100.1871,1219.4662
2015-11-01,99.4382,1215.2641999999998
2015-12-01,98.939,1210.5687
2016-01-01,99.4558,1207.2006
2016-02-01,98.9136,1203.9629
2016-03-01,98.1907,1200.3295999999998
2016-04-01,98.4669,1197.5525
2016-05-01,98.2518,1195.0213
2016-06-01,98.7275,1193.2707
2016-07-01,98.836,1191.0015
2016-08-01,98.7554,1188.8127
2016-09-01,98.6596,1186.8216
2016-10-01,98.7322,1185.3666999999998
2016-11-01,98.3452,1184.2737000000002
2016-12-01,99.0314,1184.3661
2017-01-01,98.7987,1183.709
2017-02-01,98.4322,1183.2276
2017-03-01,99.0663,1184.1032
2017-04-01,100.0082,1185.6444999999999
2017-05-01,100.1286,1187.5212999999999
2017-06-01,100.3233,1189.1171
2017-07-01,100.0947,1190.3758
2017-08-01,99.6642,1191.2846
2017-09-01,99.7686,1192.3936
2017-10-01,100.9981,1194.6595000000002
2017-11-01,101.2597,1197.5739999999998
2017-12-01,101.4573,1199.9999
2018-01-01,101.3939,1202.5951
2018-02-01,101.7656,1205.9285
2018-03-01,102.2441,1209.1063000000001
2018-04-01,103.3468,1212.4449000000002
2018-05-01,102.3911,1214.7074
2018-06-01,103.1924,1217.5765000000001
2018-07-01,103.3334,1220.8152
2018-08-01,104.0807,1225.2317
2018-09-01,104.1181,1229.5811999999999
2018-10-01,103.9397,1232.5228
2018-11-01,104.0007,1235.2638
2018-12-01,103.9946,1237.8011000000001
2019-01-01,103.373,1239.7802
2019-02-01,102.8292,1240.8438
2019-03-01,102.8286,1241.4283
2019-04-01,102.2481,1240.3295999999998
2019-05-01,102.4192,1240.3577
2019-06-01,102.4893,1239.6545999999998
2019-07-01,102.0236,1238.3447999999999
2019-08-01,102.7754,1237.0394999999999
2019-09-01,102.5315,1235.4529
2019-10-01,101.6022,1233.1154
2019-11-01,102.148,1231.2627
2019-12-01,101.884,1229.1520999999998
2020-01-01,101.3768,1227.1559
2020-02-01,101.633,1225.9596999999999
2020-03-01,97.6672,1220.7983000000002
2020-04-01,84.5979,1203.1481
2020-05-01,85.9732,1186.7021
2020-06-01,91.5625,1175.7753
2020-07-01,95.0144,1168.7661
2020-08-01,95.8881,1161.8788
2020-09-01,95.8444,1155.1917
2020-10-01,96.4292,1150.0187
2020-11-01,96.8564,1144.7271
2020-12-01,97.9754,1140.8185
2021-01-01,98.7836,1138.2253
2021-02-01,95.3744,1131.9667
2021-03-01,98.1351,1132.4345999999998
2021-04-01,98.2886,1146.1253
2021-05-01,99.1508,1159.3029000000001
2021-06-01,99.5096,1167.25
2021-07-01,100.1231,1172.3587
2021-08-01,100.1255,1176.5961
2021-09-01,99.0614,1179.8130999999998
2021-10-01,100.3045,1183.6884
2021-11-01,101.1971,1188.0291
2021-12-01,100.886,1190.9397
2022-01-01,101.0227,1193.1788
2022-02-01,101.6766,1199.481
2022-03-01,102.478,1203.8239
2022-04-01,102.7953,1208.3306
2022-05-01,102.7769,1211.9567
2022-06-01,102.6863,1215.1334
2022-07-01,103.1328,1218.1431
2022-08-01,103.2344,1221.252
2022-09-01,103.5283,1225.7189
2022-10-01,103.4114,1228.8257999999998
2022-11-01,103.0707,1230.6994
2022-12-01,101.4848,1231.2982000000002
2023-01-01,102.5478,1232.8233
2023-02-01,102.5671,1233.7138
2023-03-01,102.6592,1233.895
2023-04-01,103.1512,1234.2509
2023-05-01,102.924,1234.398
2023-06-01,102.3002,1234.0119000000002
2023-07-01,103.19,1234.0691
2023-08-01,103.1141,1233.9488
2023-09-01,103.2974,1233.7179
2023-10-01,102.5502,1232.8567
2023-11-01,102.9955,1232.7815
2023-12-01,102.692,1233.9886999999999
2024-01-01,102.2251,1233.6660000000002
2024-02-01,102.3313,1233.4302
